10000ccf40f18d07827a2949f414b66520ec808f614fca3ce5196dd5747d3b17c5b0b  Attempt # Attempt Start Attempt End Section # Q # Q Type Q Title Q Text Bonus? Difficulty Answer Answer Match Score Out Of
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,Checked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
10001953ecd35d4f37eea8689d56ed0f205b53520940e72145bc2d7123f92c2f7aee9, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
